,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject
716,From 0 to 1: Bond Theory and Valuation,True,50.0,223,2.0,29,Beginner Level,4.0,Business Finance
717,Stock Market Mastery,True,20.0,135,2.0,25,All Levels,7.5,Business Finance
718,UK Self Assessment Tax Return Filing Online,True,20.0,23,7.0,6,All Levels,0.46666666700000003,Business Finance
719,Introduction to Financial Statements,True,40.0,112,1.0,14,Beginner Level,1.5,Business Finance
720,"IAS 8-Accounting Policies ,Changes in Accounting Estimates",False,0.0,2122,30.0,15,All Levels,2.5,Business Finance
721,CFA® Level 1 2014 – Financial Reporting and Analysis,True,50.0,152,2.0,102,All Levels,10.0,Business Finance
722,Investment Banking Operations : Securities Trade Life Cycle,True,30.0,267,9.0,10,All Levels,2.0,Business Finance
723,CFA Level I Foundation Course: Introduction to Quants,True,50.0,155,4.0,11,Beginner Level,5.0,Business Finance
724,Financial Risk Manager (FRM) Certification: Level I,True,50.0,87,25.0,113,All Levels,24.0,Business Finance
725,IAS 10 - Events After Reporting Date,False,0.0,2146,35.0,8,All Levels,1.0,Business Finance
726,Investment Portfolio Analysis with Excel,True,50.0,154,7.0,39,All Levels,9.0,Business Finance
727,Introduction to the CFA Program,False,0.0,4248,66.0,6,Beginner Level,1.0,Business Finance
728,Chartered Financial Analyst (CFA) - Level 1 - FRA,True,30.0,517,5.0,17,Beginner Level,14.5,Business Finance
729,Excel 4 Accounting & Bookkeeping - Master Lookup Functions,True,35.0,2638,140.0,12,All Levels,1.0,Business Finance
730,Cashflow Management for Small Businesses: A How To Guide,True,25.0,2914,11.0,5,All Levels,0.6166666670000001,Business Finance
731,Forex Basics (Professional Course Level),True,20.0,6050,34.0,25,All Levels,1.5,Business Finance
732,Advanced Butterfly Spreads for Options Income Strategies,True,60.0,16,1.0,8,Expert Level,1.0,Business Finance
733,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,True,50.0,3917,45.0,7,All Levels,1.0,Business Finance
734,IPO Fundamentals,True,20.0,1122,13.0,6,Beginner Level,1.0,Business Finance
735,Finance for Non-Finance: Learn Quick and Easy,True,20.0,4158,51.0,30,Beginner Level,2.5,Business Finance
736,Advanced Options Trading Course,True,40.0,1252,2.0,6,Intermediate Level,0.533333333,Business Finance
737,Statistics - Measures of Dispersion for CA / CS / CFA exams,True,20.0,5108,9.0,13,All Levels,1.0,Business Finance
738,Work From Home Online (Part/Full) : Trade Forex 4 Beginners,True,45.0,2981,23.0,17,Beginner Level,1.0,Business Finance
739,Financial Ratios Using Excel,True,100.0,1223,14.0,29,Beginner Level,1.0,Business Finance
740,How To Start Trading Penny Stocks In 10 Easy Steps 2017,True,50.0,7750,58.0,15,All Levels,1.5,Business Finance
741,How to Copy the Best Traders on Etoro,True,90.0,564,9.0,41,All Levels,3.5,Business Finance
742,How To Set Up A Limited Company In The UK,False,0.0,2075,69.0,11,Beginner Level,0.7333333329999999,Business Finance
743,Forex trading made simple,True,100.0,45,4.0,31,All Levels,1.5,Business Finance
744,Financial and Business Simulation with Microsoft Excel,True,20.0,44,5.0,8,Expert Level,0.5166666670000001,Business Finance
745,10.  Bonds and Bond Pricing,True,20.0,308,4.0,10,All Levels,1.0,Business Finance
746,Professional Risk Manager (PRM) Certification: Level 3,True,50.0,55,5.0,22,All Levels,12.5,Business Finance
747,Stocks: Quick Method to get started Investing,False,0.0,718,13.0,7,Beginner Level,1.0,Business Finance
748,The Fundamentals Of Finance For Non-Finance Professionals,True,40.0,206,3.0,7,All Levels,1.5,Business Finance
749,Forex - Top Equity Management Strategy,True,20.0,18,4.0,13,All Levels,0.583333333,Business Finance
750,The Truths about (in)secure Retirement,True,200.0,86,6.0,32,Intermediate Level,4.5,Business Finance
751,Learn How to File Taxes for Uber and Lyft Drivers,True,40.0,294,5.0,25,All Levels,2.0,Business Finance
752,Learn the Basics of the Wave Principle:,True,30.0,27,4.0,10,Beginner Level,1.5,Business Finance
753,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,True,195.0,375,10.0,26,All Levels,3.5,Business Finance
754,Start Trading Stocks Using Technical Analysis! Part 2,True,95.0,94,11.0,25,All Levels,2.0,Business Finance
755,Introduction to Corporate Finance (Mergers & Acquisitions),False,0.0,2080,83.0,30,Beginner Level,1.5,Business Finance
756,Forex & Financial Market Trading Tutorial- Online Strategies,False,0.0,3137,30.0,69,All Levels,9.0,Business Finance
757,Learn to trade Candlestick Patterns,True,20.0,155,23.0,22,Intermediate Level,1.5,Business Finance
758,High-Frequency Trading #2: Market Structure & Instruments,True,50.0,1732,11.0,12,All Levels,0.683333333,Business Finance
759,The Art Of Financial Valuation With Certificate,True,20.0,3372,12.0,12,All Levels,2.0,Business Finance
760,Sensitivity & Scenario Analysis for CA / CFA / CPA Exams,True,20.0,2185,3.0,13,All Levels,2.0,Business Finance
761,"Economics:   Competition, Elasticity, a little Game Theory",True,50.0,1008,14.0,42,All Levels,6.0,Business Finance
762,Quantitative Trading Analysis with Python,True,50.0,256,17.0,49,All Levels,5.5,Business Finance
763,Invest Like a Pro!,True,200.0,1173,22.0,15,Beginner Level,2.5,Business Finance
764,Options Trading Essentials: The ULTIMATE Guides,False,0.0,1352,6.0,20,All Levels,4.0,Business Finance
765,ACCA FA1 Recording Financial Transactions,True,50.0,49,8.0,27,Beginner Level,3.5,Business Finance
766,CFA® Level 1 2014 – Portfolio Management,True,40.0,124,2.0,10,All Levels,2.0,Business Finance
767,Essentials Of Swing Trading Stocks,True,20.0,105,9.0,5,All Levels,1.0,Business Finance
768,Small Business and Managerial Accounting Training Tutorial,True,20.0,117,3.0,71,Beginner Level,3.5,Business Finance
769,Use Crowdfunding Effectively With Indiegogo and Kickstarter,False,0.0,6533,32.0,9,All Levels,2.0,Business Finance
770,The Complete Litecoin Crypto Currency Bootcamp,True,20.0,7,3.0,24,All Levels,1.0,Business Finance
771,Bank Reconciliation & VAT on Excel,True,20.0,30,5.0,19,All Levels,1.5,Business Finance
772,Commodity Futures Day Trading Strategies,True,95.0,91,5.0,28,All Levels,5.0,Business Finance
773,Learn to invest in the Stock Market,True,40.0,28,5.0,14,Beginner Level,1.0,Business Finance
774,FX Commodity Chart Trading Patterns for Success,True,50.0,83,10.0,15,All Levels,2.5,Business Finance
775,Forex Elite Trading,True,85.0,623,7.0,22,All Levels,6.0,Business Finance
776,How to Invest in Startups - Expert Reveals Winning Secrets.,False,0.0,1625,5.0,145,All Levels,8.5,Business Finance
777,Kickstarter success in 5 easy steps,True,20.0,0,0.0,12,All Levels,0.5166666670000001,Business Finance
778,Understanding Financial Statements,True,25.0,0,0.0,10,All Levels,1.0,Business Finance
779,Planning and Executing a Financial Statement Audit,True,50.0,0,0.0,9,Intermediate Level,2.0,Business Finance
780,The Latest Updates 2016 Financial Accounting Standards Board,True,50.0,1,0.0,9,Intermediate Level,2.0,Business Finance
781,How to achieve personal transformation,True,20.0,0,0.0,10,All Levels,0.533333333,Business Finance
782,Basic Bookkeeping,True,35.0,0,0.0,12,Beginner Level,0.7333333329999999,Business Finance
783,"Credit concepts and checklist for bankers, credit analyst",True,20.0,0,0.0,10,Beginner Level,2.5,Business Finance
784,Practical Film Financing: Finding & Pitching Investors,True,100.0,0,0.0,9,Beginner Level,1.0,Business Finance
785,Ratio Analysis for Financial Statements,True,50.0,0,0.0,6,Beginner Level,2.0,Business Finance
786,60 Minutes to Fundamental Accounting Skills,True,75.0,0,0.0,9,Beginner Level,2.5,Business Finance
789,"Backspreads, Diagonals and Butterflies - Advanced Strategies",True,60.0,737,41.0,10,Expert Level,2.0,Business Finance
790,Trade Forex 13 Patterns - Golden Ratios Secret Revealed,True,200.0,554,63.0,44,All Levels,4.0,Business Finance
791,Crystal ball trading - foresee price with seasonal patterns,True,145.0,807,19.0,23,All Levels,6.0,Business Finance
792,Weekly Options and study of Options expiration dynamics,True,60.0,779,56.0,6,Expert Level,1.0,Business Finance
793,Cost Accounting Basics (Professional Course Level),True,20.0,1777,11.0,23,Beginner Level,1.0,Business Finance
794,Learn to Reliably Invest In The Stock Market,True,50.0,841,14.0,19,All Levels,0.6166666670000001,Business Finance
795,Hedge Fund Trading Systems Part Two - Stocks & ETFs,True,200.0,56,10.0,23,Expert Level,2.5,Business Finance
796,Stock Market Option Trading: How Sell Options For Premium,True,200.0,1909,8.0,19,Intermediate Level,2.0,Business Finance
797,Straddles and Strangles - Volatility moves in any direction,True,60.0,775,54.0,11,Expert Level,1.5,Business Finance
798,Debt Collection Management: Get Paid On Time EVERY TIME!,True,20.0,1255,8.0,38,All Levels,3.0,Business Finance
799,Learn about it,True,20.0,1193,24.0,27,All Levels,1.5,Business Finance
800,Trading: Basics of Trading for Beginners,True,140.0,1309,4.0,20,Beginner Level,1.5,Business Finance
801,Options Spreads Bundle-  the heart of Options Trading,True,120.0,623,43.0,8,Intermediate Level,2.5,Business Finance
802,Trade the News in Forex: EA Robot Included,True,200.0,276,11.0,11,All Levels,0.566666667,Business Finance
803,Investment Portfolio Analysis with R,True,50.0,314,38.0,37,All Levels,6.5,Business Finance
804,Basics of Economics For Beginners A to Z - A Complete Course,True,170.0,1942,5.0,24,Beginner Level,1.5,Business Finance
805,Seeing the Big Picture: Understanding Financial Statements,True,50.0,885,69.0,14,All Levels,0.716666667,Business Finance
806,Financial Modeling for Professionals in 1 Day!,True,200.0,226,12.0,29,Intermediate Level,4.5,Business Finance
807,Create Your Own Automated Stock Trading Robot In EXCEL!,True,150.0,461,45.0,44,All Levels,5.0,Business Finance
808,FOREX: From Zero To Hero,True,150.0,152,27.0,26,All Levels,3.0,Business Finance
809,Learn Call Options and Put Options - Introduction to Options,True,60.0,1017,74.0,20,Beginner Level,3.0,Business Finance
810,1. Principles of Simple Interest ,True,20.0,1074,6.0,13,All Levels,1.0,Business Finance
811,Double Entry Bookkeeping,True,50.0,440,17.0,10,Beginner Level,1.0,Business Finance
812,MQL5 Tutorial Bootcamp,True,20.0,978,7.0,13,Beginner Level,0.533333333,Business Finance
813,Succeed at Options Even If You Don't Know Where to Start,True,200.0,36,1.0,12,All Levels,1.5,Business Finance
814,"Buying, Selling, and Storing Precious Metal",True,20.0,74,1.0,14,All Levels,1.0,Business Finance
815,Accounting Skills for Managers,True,20.0,78,3.0,10,Beginner Level,1.5,Business Finance
816,Analysis and Evaluation of Economic Feasibility of Projects,True,100.0,10,1.0,8,Intermediate Level,1.0,Business Finance
817,Technical Analysis: Understanding Price Action,True,45.0,39,6.0,37,All Levels,3.0,Business Finance
818,Bitcoin For Beginners,True,50.0,37,3.0,22,Beginner Level,4.0,Business Finance
819,"IAS 16-Property,Plant and Equipment ",False,0.0,2166,38.0,20,All Levels,3.0,Business Finance
820,Basel II,True,50.0,78,6.0,57,All Levels,3.5,Business Finance
821,Forex Trading Plan,True,50.0,21,3.0,24,All Levels,0.7,Business Finance
822,Financial Modeling 101,False,0.0,1086,37.0,5,Beginner Level,0.6166666670000001,Business Finance
823,Learn Financial Modeling from Scratch - Part1,True,50.0,7,4.0,29,All Levels,3.5,Business Finance
824,Introduction to Small Business Accounting Training Tutorial,True,25.0,168,9.0,75,Beginner Level,3.5,Business Finance
825,Learn Basic Concepts of Economics Step by Step - Complete,True,150.0,2801,6.0,25,All Levels,1.5,Business Finance
826,Introduction to Digital Payments ,False,0.0,12217,351.0,17,Beginner Level,1.0,Business Finance
827,The Beginner's Guide to the Futures and Options Trading,False,0.0,6185,138.0,20,All Levels,3.0,Business Finance
828,Bitcoin Investing: The Complete Buy & Hold Strategy,True,25.0,477,70.0,41,All Levels,4.0,Business Finance
829,Financial Modeling in Excel for Startups,True,50.0,1334,86.0,54,Beginner Level,6.0,Business Finance
830,Learn to Trade Forex Naked Price Action Big Shadow Trade,False,0.0,5407,192.0,11,Intermediate Level,1.0,Business Finance
831,Forex Trading For Beginners ,False,0.0,9483,183.0,22,Beginner Level,2.0,Business Finance
832,Build a Trading Comps Valuation Model,True,50.0,1032,60.0,55,All Levels,7.0,Business Finance
833,The Advanced Forex Course for Smart Traders,False,0.0,8236,144.0,25,All Levels,5.0,Business Finance
834,Cost Accounting Overheads (Professional Course Level),True,20.0,2383,6.0,19,All Levels,2.5,Business Finance
835,Beginners Guide to Stock Market Investing,False,0.0,3283,109.0,42,Beginner Level,2.5,Business Finance
836,Financial Management Capital Market Instruments,True,25.0,2650,5.0,17,Beginner Level,1.0,Business Finance
837,NPV and IRR Techniques for CA / CFA / CPA Exams,True,20.0,1551,5.0,55,Beginner Level,7.5,Business Finance
838,Commercial Credit Analysis,True,50.0,545,48.0,42,All Levels,7.5,Business Finance
839,Essential Finance For Managers,True,25.0,663,10.0,79,All Levels,5.5,Business Finance
840,Bitcoin for Accountants,False,0.0,3519,102.0,6,Beginner Level,1.0,Business Finance
841,ProTrader -  Advanced Technical Analysis,True,125.0,825,11.0,34,All Levels,2.0,Business Finance
842,Binary Options Masterclass,True,200.0,70,11.0,16,All Levels,2.0,Business Finance
843,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,True,120.0,357,71.0,20,All Levels,2.0,Business Finance
844,"Financial Accounting, its Cycle, Statements & Analysis",True,20.0,853,4.0,35,Beginner Level,5.0,Business Finance
845,Yield Curve Dynamics,True,50.0,397,24.0,19,All Levels,3.0,Business Finance
846,Value Investing and Stock Market Fundamentals,True,195.0,74,8.0,17,Beginner Level,3.0,Business Finance
847,Media Training for Financial Service Professionals,True,20.0,1254,2.0,64,All Levels,7.0,Business Finance
848,Learn the Forex Naked Price Action Pogo Trade,True,60.0,89,4.0,10,Intermediate Level,1.0,Business Finance
849,Forex - Price action Reversal Strategy,True,20.0,38,6.0,16,All Levels,1.0,Business Finance
850,Budget preparation for an EU project proposal,True,50.0,18,4.0,5,Intermediate Level,1.0,Business Finance
851,Corporate Finance and Alternative Investment for CFA L1,True,20.0,103,3.0,27,All Levels,4.5,Business Finance
852,Don't Let Your Customers Run Your Business,True,50.0,7,3.0,28,Intermediate Level,2.5,Business Finance
853,Stock Trading: Insider Tips For Determining Market Direction,True,95.0,104,1.0,11,All Levels,1.0,Business Finance
854,TopTrader Academy - Complete Options Course,True,150.0,42,1.0,11,All Levels,3.0,Business Finance
855,Working Capital Management for Entrepreneurs,True,20.0,507,5.0,15,Expert Level,1.0,Business Finance
856,Learn Quickbooks to maintain books properly,True,20.0,241,5.0,26,Beginner Level,2.5,Business Finance
857,CFA Level I Foundation: Introduction to Financial Reporting,True,50.0,226,5.0,13,Beginner Level,5.5,Business Finance
858,"Fixed Income Valuation and Analysis, CFA L2",True,20.0,50,6.0,12,All Levels,3.0,Business Finance
859,Corporation Tax Returns UK,True,50.0,100,23.0,25,All Levels,2.0,Business Finance
860,Trading For Busy People,True,50.0,99,12.0,26,All Levels,3.0,Business Finance
861,Basics of Trading,True,40.0,99,17.0,27,Beginner Level,1.0,Business Finance
862,CFP - Introduction to Financial Planning,True,30.0,1192,12.0,38,Beginner Level,12.0,Business Finance
863,Investment Portfolio Analysis with Python,True,50.0,209,13.0,37,All Levels,7.0,Business Finance
864,Day Trading Market Structure Signals,False,0.0,5529,90.0,5,All Levels,2.0,Business Finance
865,Professional Bookkeeping and Accounting 3: Double Entry ,True,35.0,81,8.0,33,All Levels,1.0,Business Finance
866,"Accounting Basics by Hector Garcia, CPA",False,0.0,1924,120.0,5,Beginner Level,1.0,Business Finance
867,Stock Markets: How I Became Rich By Changing How I Trade,True,20.0,646,6.0,17,All Levels,1.0,Business Finance
868,Learn About Bitcoin and Bitcoin Mining,True,20.0,520,10.0,9,Beginner Level,0.533333333,Business Finance
869,Take Control By Learning The Stock Market Now,True,30.0,1440,0.0,21,Beginner Level,1.0,Business Finance
